"ref_id","ref_code","first_author","ref_year","title","ref_type","citation_bibtex"
247,"acarEvaluationOrnamentalPlant2007","Acar",2007,"Evaluation of ornamental plant resources to urban biodiversity and cultural changing: A case study of residential landscapes in Trabzon city (Turkey)","Survey of gardens, farms, or lawns","@article{acarEvaluationOrnamentalPlant2007, title = {Evaluation of ornamental plant resources to urban biodiversity and cultural changing: {{A}} case study of residential landscapes in {{Trabzon}} city ({{Turkey}})}, shorttitle = {Evaluation of ornamental plant resources to urban biodiversity and cultural changing}, author = {Acar, Cengiz and Acar, Habibe and Ero{\u g}lu, Engin}, year = {2007}, month = jan, journal = {Building and Environment}, volume = {42}, number = {1}, pages = {218--229}, issn = {03601323}, doi = {10.1016/j.buildenv.2005.08.030}, url = {https://linkinghub.elsevier.com/retrieve/pii/S0360132305003653}, urldate = {2021-12-02}, langid = {english} }"
249,"cavender-baresHorticulturalAvailabilityHomeowner2020","Cavender-Bares",2020,"Horticultural availability and homeowner preferences drive plant diversity and composition in urban yards","Survey of gardens, farms, or lawns","@article{cavender-baresHorticulturalAvailabilityHomeowner2020, title = {Horticultural availability and homeowner preferences drive plant diversity and composition in urban yards}, author = {Cavender-Bares, Jeannine and Padull{\'e}s Cubino, Josep and Pearse, William D. and Hobbie, Sarah E. and Lange, A. J. and Knapp, Sonja and Nelson, Kristen C.}, year = {2020}, month = jun, journal = {Ecological Applications}, volume = {30}, number = {4}, pages = {e02082}, issn = {1051-0761, 1939-5582}, doi = {10.1002/eap.2082}, url = {https://onlinelibrary.wiley.com/doi/10.1002/eap.2082}, urldate = {2021-10-28}, langid = {english} }"
287,"sotoEspeciesLenosasOrnamentales2012","Soto",2012,"Especies leñosas ornamentales de la Ciudad Universitaria de la Universidad de Carabobo, Valencia, Venezuela","Survey of gardens, farms, or lawns","@article{sotoEspeciesLenosasOrnamentales2012, title = {{Especies le{\~n}osas ornamentales de la Ciudad Universitaria de la Universidad de Carabobo, Valencia, Venezuela}}, author = {Soto, J and D{\'i}az, J and Sthormes, G}, year = {2012}, journal = {Rev. Fac. Agron.}, pages = {16}, langid = {spanish} }"
292,"birhanDiversityFloristicComposition","Birhan",2019,"Diversity and floristic composition of rural and sub-urban home garden in Wadera district of Oromia region, Ethiopia","Survey of gardens, farms, or lawns","@article{birhanDiversityFloristicComposition, title = {Diversity and floristic composition of rural and sub-urban home garden in {{Wadera}} district of {{Oromia}} region, {{Ethiopia}}}, author = {Birhan, Biruk and Abebe, Tesfaye}, pages = {9}, langid = {english} }"
303,"iskandarTraditionalMarketSocial2021","Iskandar",2021,"Traditional market, social relations, and diversity of edible plants traded in Beringharjo Market, Yogyakarta, Indonesia","Survey of gardens, farms, or lawns","@article{iskandarTraditionalMarketSocial2021, title = {Traditional market, social relations, and diversity of edible plants traded in {{Beringharjo Market}}, {{Yogyakarta}}, {{Indonesia}}}, author = {Iskandar, Budiawati Supangkat and Iskandar, Johan and Mulyanto, Dede and Alfian, Rahman Latif and Suroso, Suroso}, year = {2021}, month = apr, journal = {Biodiversitas Journal of Biological Diversity}, volume = {22}, number = {4}, issn = {2085-4722, 1412-033X}, doi = {10.13057/biodiv/d220453}, url = {https://smujo.id/biodiv/article/view/8223}, urldate = {2021-06-04}, langid = {english} }"
304,"rico-graySpeciesCompositionSimilarity1990","Rico-Gray",1990,"Species composition, similarity, and structure of Mayan homegardens in Tixpeual and Tixcacaltuyub, Yucatan, Mexico","Survey of gardens, farms, or lawns","@article{rico-graySpeciesCompositionSimilarity1990, title = {Species composition, similarity, and structure of {{Mayan}} homegardens in {{Tixpeual}} and {{Tixcacaltuyub}}, {{Yucatan}}, {{Mexico}}}, author = {{Rico-Gray}, Victor and {Garcia-Franco}, Jose G. and Chemas, Alexandra and Puch, Armando and Sima, Paulino}, year = {1990}, month = oct, journal = {Economic Botany}, volume = {44}, number = {4}, pages = {470--487}, issn = {0013-0001, 1874-9364}, doi = {10.1007/BF02859784}, url = {http://link.springer.com/10.1007/BF02859784}, urldate = {2021-11-16}, langid = {english} }"
305,"diaz-reviriegoSocialOrganizationInfluences2016","Díaz-Reviriego",2016,"Social organization influences the exchange and species richness of medicinal plants in Amazonian homegardens","Survey of gardens, farms, or lawns","@article{diaz-reviriegoSocialOrganizationInfluences2016, title = {Social organization influences the exchange and species richness of medicinal plants in {{Amazonian}} homegardens}, author = {{D{\'i}az-Reviriego}, Isabel and {Gonz{\'a}lez-Segura}, Lara and {Fern{\'a}ndez-Llamazares}, {\'A}lvaro and Howard, Patricia L. and Molina, Jos{\'e} Luis and {Reyes-Garc{\'i}a}, Victoria}, year = {2016}, journal = {Ecology and Society}, volume = {21}, number = {1}, pages = {art1}, issn = {1708-3087}, doi = {10.5751/ES-07944-210101}, url = {http://www.ecologyandsociety.org/vol21/iss1/art1/}, urldate = {2021-12-01}, langid = {english} }"
310,"freyComprehensiveDatasetCultivated2019","Frey",2019,"A comprehensive dataset on cultivated and spontaneously growing vascular plants in urban gardens","Survey of gardens, farms, or lawns","@article{freyComprehensiveDatasetCultivated2019, title = {A Comprehensive Dataset on Cultivated and Spontaneously Growing Vascular Plants in Urban Gardens}, author = {Frey, David and Moretti, Marco}, year = {2019}, month = aug, journal = {Data in Brief}, volume = {25}, pages = {103982}, issn = {23523409}, doi = {10.1016/j.dib.2019.103982}, urldate = {2021-12-01}, langid = {english} }"
385,"rampersadIndigenousCropDiversity2023","Rampersad",2023,"Indigenous crop diversity maintained despite the introduction of major global crops in an African centre of agrobiodiversity","Survey of gardens, farms, or lawns","@article{rampersadIndigenousCropDiversity2023, title = {Indigenous Crop Diversity Maintained despite the Introduction of Major Global Crops in an {{African}} Centre of Agrobiodiversity}, author = {Rampersad, Chris and Geto, Tesfu and Samuel, Tarekegn and Abebe, Meseret and Gomez, Marybel Soto and Pironon, Samuel and B{\""u}chi, Lucie and Haggar, Jeremy and Stocks, Jonathan and Ryan, Philippa and Buggs, Richard J. A. and Demissew, Sebsebe and Wilkin, Paul and Abebe, Wendawek M. and Borrell, James S.}, year = {2023}, month = jul, journal = {Plants, People, Planet}, pages = {ppp3.10407}, issn = {2572-2611, 2572-2611}, doi = {10.1002/ppp3.10407}, urldate = {2023-08-03}, langid = {english} }"
387,"krstinEthnobotanicalSurveyCulturally2024","Krstin",2024,"Ethnobotanical survey of culturally important plants and mushrooms in north-western part of Croatia","Survey of gardens, farms, or lawns","@article{krstinEthnobotanicalSurveyCulturally2024, title = {Ethnobotanical survey of culturally important plants and mushrooms in north-western part of {{Croatia}}}, author = {Krstin, Ljiljana and Katani{\'c}, Zorana and Ben{\v c}i{\'c}, Katarina and Lon{\v c}ar, Laura and Pfeiffer, Tanja {\v Z}una}, year = {2024}, month = jun, journal = {Plants}, volume = {13}, number = {11}, pages = {1566}, issn = {2223-7747}, doi = {10.3390/plants13111566}, url = {https://www.mdpi.com/2223-7747/13/11/1566}, urldate = {2024-07-01}, langid = {english} }"
389,"edoSocioecologicalBenefitHomegarden2024","Edo",2024,"Socio-ecological benefit of homegarden agroforestry and their indigenous management system: a case study in Digelu Tijo District, Oromia, Ethiopia","Survey of gardens, farms, or lawns","@article{edoSocioecologicalBenefitHomegarden2024, title = {Socio-ecological benefit of homegarden agroforestry and their indigenous management system: a case study in {{Digelu Tijo District}}, {{Oromia}}, {{Ethiopia}}}, shorttitle = {Socio-ecological benefit of homegarden agroforestry and their indigenous management system}, author = {Edo, Kasim and Kidane, Leul and Beyene, Tadesse}, year = {2024}, month = may, journal = {Momona Ethiopian Journal of Science}, volume = {16}, number = {1}, pages = {95--126}, issn = {2220-184X, 2073-073X}, doi = {10.4314/mejs.v16i1.6}, url = {https://www.ajol.info/index.php/mejs/article/view/271417}, urldate = {2024-07-01}, langid = {english} }"
392,"efendiEthnoecologyHomeGarden2024","Efendi",2024,"Ethnoecology of home garden landscapes on Seliu Island, Belitung District, Indonesia","Survey of gardens, farms, or lawns","@article{efendiEthnoecologyHomeGarden2024, title = {Ethnoecology of home garden landscapes on {{Seliu Island}}, {{Belitung District}}, {{Indonesia}}}, author = {Efendi, Doki and Chikmawati, Tatik and Sulistijorini, Sulistijorini and Djuita, Nina Ratna}, year = {2024}, month = apr, journal = {Biodiversitas Journal of Biological Diversity}, volume = {25}, number = {3}, issn = {2085-4722, 1412-033X}, doi = {10.13057/biodiv/d250347}, url = {https://smujo.id/biodiv/article/view/16777}, urldate = {2024-07-02}, langid = {english} }"
